facility_id,country_name,facility_name,city,operational_status,year_operational,facility_type,control_category,control_rationale,hyperscaler_presence,chinese_role,operator_name,ownership_type,major_shareholders,controlling_entities,control_mechanisms,dfi_involvement,investment_usd,key_tenants,ultimate_parent_hq_country,ultimate_parent_company,control_confidence
CIV-005,Cote d'Ivoire,MTN Abidjan Data Centre (Yopougon),Abidjan,Operational,2014,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,MTN Cote d'Ivoire,Private foreign,"1. Government Employees Pension Fund (PIC): 19.44%; 2. M1 Limited: 5.78% (Dec 2024); est. others: Capital Research ~7%, Coronation ~5% [MTN FY24 AFS](https://www.mtn.com/wp-content/uploads/2025/04/MTN-Group-FY-24-Annual-Financial-Statements.pdf), [Simply Wall St](https://simplywall.st/stocks/us/telecom/otc-mtno.y/mtn-group/ownership)",None; largest PIC 19.44%,"One-share-one-vote; majority independent board (Mcebisi Jonas Chair); JSE rules (75% for some resolutions) [MatrixBCG](https://matrixbcg.com/blogs/owners/mtn), [MTN Leadership](https://www.mtn.com/leadership/)","Historical: IFC $100M (2003 Nigeria), $50M loan (recent?); AfDB $500k grant fintech study; no major recent equity/debt for Group [World Bank](https://documents.worldbank.org/pt/publication/documents-reports/documentdetail/099701402242637666)",,MTN enterprise clients,South Africa,MTN Group Limited (standalone),high
CIV-007,Cote d'Ivoire,National Data Centre Cote d'Ivoire (Digital City Grand Bassam),Grand Bassam,Under construction,,Government,African control,"State-owned (Govt CIV / ANINF Gabon); Cybastion Inc (US) is contracted operator — operational dependency, not ownership",Yes,None identified,Cybastion Institute of Technology LLC (contractor) / ANSUT (government),PPP,100% Government of CÃ´te d'Ivoire,Government of CÃ´te d'Ivoire / Ministry of Digital Transition and Digitalization,Equity,"US EXIM Bank ($66M financing guarantee). No IFC, DFC, BII, or AfDB involvement found. [Financial Afrik](https://www.financialafrik.com/en/2025/08/28/ivory-coast-66-million-funding-for-the-first-national-data-center/)",60000000,Government of Cote d'Ivoire; public administration entities,Cote d'Ivoire,Government of CÃ´te d'Ivoire / Ministry of Digital Transition and Digitalization,medium
COD-001,DR Congo,Raxio DRC1,Kinshasa,Operational,2024,Colocation/carrier-neutral,Joint foreign (US/EU),"Roha Group (US, 48.5%) + Meridiam (France, 46.5%) joint control; US legal nexus present",Yes,Construction/Equipment,Raxio Group,Private foreign,"1. Roha Group (48.5%), 2. Meridiam Infrastructure Africa Fund FIPS (46.5%), 3. Employee Foundation (5%). Data from ~2023 IFC project docs; recent equity raises by same shareholders, no change indicated.",Roha Group and Meridiam (majority stakeholders),"Board control by major shareholders (e.g., Marvin Bell from Meridiam, Brooks Washington from Roha noted in announcements); Roha as founding investor likely has strategic influence.","Significant: IFC ($100M debt 2025), Proparco ($110M+ debt 2023), EAIF/PIDG ($ part of $170M 2023), MIGA (insurance/policy 2022).",30000000,Enterprise; telecom operators; ISPs; government,N/A (jointly controlled by US and France-based entities),"No single ultimate parent; controlled by Roha Group (48.5%, US) and Meridiam (46.5%, France)",high
COD-002,DR Congo,OADC Texaf Digital Kinshasa,Kinshasa,Operational,2024,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (OADC),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",,Enterprise; MNOs; ISPs; content providers; cloud providers,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
COG-004,Congo,MTN Congo Data Center Brazzaville,Brazzaville,Operational,,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,MTN Congo,Private foreign,"1. Government Employees Pension Fund (PIC): 19.44%; 2. M1 Limited: 5.78% (Dec 2024); est. others: Capital Research ~7%, Coronation ~5% [MTN FY24 AFS](https://www.mtn.com/wp-content/uploads/2025/04/MTN-Group-FY-24-Annual-Financial-Statements.pdf), [Simply Wall St](https://simplywall.st/stocks/us/telecom/otc-mtno.y/mtn-group/ownership)",None; largest PIC 19.44%,"One-share-one-vote; majority independent board (Mcebisi Jonas Chair); JSE rules (75% for some resolutions) [MatrixBCG](https://matrixbcg.com/blogs/owners/mtn), [MTN Leadership](https://www.mtn.com/leadership/)","Historical: IFC $100M (2003 Nigeria), $50M loan (recent?); AfDB $500k grant fintech study; no major recent equity/debt for Group [World Bank](https://documents.worldbank.org/pt/publication/documents-reports/documentdetail/099701402242637666)",,MTN enterprise clients; government (possible),South Africa,MTN Group Limited (standalone),high
DJI-001,Djibouti,Djibouti Data Center (DDC),Djibouti City,Operational,2013,Colocation/carrier-neutral,African control,African ultimate parent (Djibouti),Yes,Construction/Equipment,Djibouti Data Center SARL,Joint venture (majority domestic),Government of Djibouti (100%). No private shareholders identified; 2021 plan for minority stake sale unsuccessful.,Government of Djibouti,Equity,None identified,,Government; ISPs; international carriers; content providers,Djibouti,Government of Djibouti,high
DJI-002,Djibouti,Wingu Africa Data Center Djibouti (DJI01),Djibouti City,Operational,2012,Colocation/carrier-neutral,African control,Capitalworks (SA) managed permanent capital + Africa-resident founders; BII (UK) is largest single LP at ~36% — control is SA-managed,Yes,None identified,Wingu Africa Group,Private foreign,"Management/co-founders (Anthony Voscarides, Demos Kyriacou, Nicholas Lodge - multi-national backgrounds incl. Australia/UK/NZ/Europe/Africa); Africa Capitalworks Holdings (likely majority)",Jointly owned by management/co-founders and Africa Capitalworks Holdings (majority private equity owner),Equity,Indirect via Africa Capitalworks historical backers (CDC/BII UK DFI in launch); no direct DFI equity/debt in Wingu; recent debt from commercial RMB,,ISPs; MNOs; international carriers,Mauritius / South Africa / Morocco,Jointly owned by management/co-founders and Africa Capitalworks Holdings (majority private equity owner),medium
DJI-003,Djibouti,TO7 Technology Park Wingu Tier III Data Center (DJI02),Djibouti City,Operational,2024,Colocation/carrier-neutral,African control,Capitalworks (SA) managed permanent capital + Africa-resident founders; BII (UK) is largest single LP at ~36% — control is SA-managed,Yes,None identified,Wingu Africa Group / TO7 Network SAS,Joint venture (majority foreign),"Management/co-founders (Anthony Voscarides, Demos Kyriacou, Nicholas Lodge - multi-national backgrounds incl. Australia/UK/NZ/Europe/Africa); Africa Capitalworks Holdings (likely majority)",Jointly owned by management/co-founders and Africa Capitalworks Holdings (majority private equity owner),Equity,Indirect via Africa Capitalworks historical backers (CDC/BII UK DFI in launch); no direct DFI equity/debt in Wingu; recent debt from commercial RMB,,ISPs; submarine cable consortia; MNOs; cloud providers,Mauritius / South Africa / Morocco,Jointly owned by management/co-founders and Africa Capitalworks Holdings (majority private equity owner),medium
ETH-001,Ethiopia,Raxio Ethiopia ET1,Addis Ababa,Operational,2023,Colocation/carrier-neutral,Joint foreign (US/EU),"Roha Group (US, 48.5%) + Meridiam (France, 46.5%) joint control; US legal nexus present",Yes,Construction/Equipment,Raxio Group,Private foreign,"1. Roha Group (48.5%), 2. Meridiam Infrastructure Africa Fund FIPS (46.5%), 3. Employee Foundation (5%). Data from ~2023 IFC project docs; recent equity raises by same shareholders, no change indicated.",Roha Group and Meridiam (majority stakeholders),"Board control by major shareholders (e.g., Marvin Bell from Meridiam, Brooks Washington from Roha noted in announcements); Roha as founding investor likely has strategic influence.","Significant: IFC ($100M debt 2025), Proparco ($110M+ debt 2023), EAIF/PIDG ($ part of $170M 2023), MIGA (insurance/policy 2022).",,Ethio Telecom; Safaricom; Cloud251; Ethiopian Electric Utility,N/A (jointly controlled by US and France-based entities),"No single ultimate parent; controlled by Roha Group (48.5%, US) and Meridiam (46.5%, France)",high
ETH-002,Ethiopia,Wingu Africa Data Centre Addis Ababa (ETH1),Addis Ababa,Operational,2022,Colocation/carrier-neutral,African control,Capitalworks (SA) managed permanent capital + Africa-resident founders; BII (UK) is largest single LP at ~36% — control is SA-managed,Yes,None identified,Wingu Africa Group Ltd,Private foreign,"Management/co-founders (Anthony Voscarides, Demos Kyriacou, Nicholas Lodge - multi-national backgrounds incl. Australia/UK/NZ/Europe/Africa); Africa Capitalworks Holdings (likely majority)",Jointly owned by management/co-founders and Africa Capitalworks Holdings (majority private equity owner),Equity,Indirect via Africa Capitalworks historical backers (CDC/BII UK DFI in launch); no direct DFI equity/debt in Wingu; recent debt from commercial RMB,15000000,Safaricom Ethiopia; Ethiopian Electric Utility; Multiple ISPs; ADDIX IXP,Mauritius / South Africa / Morocco,Jointly owned by management/co-founders and Africa Capitalworks Holdings (majority private equity owner),medium
ETH-005,Ethiopia,Safaricom Ethiopia Addis Ababa Data Centre (IPDC ICT Park),Addis Ababa,Under construction,,Colocation/carrier-neutral,Other foreign control,"Vodacom Group is 60.5% Vodafone (UK); for Safaricom rows note Kenyan state 35% + NSE float 25% — contested, African-significant",Yes,Construction/Equipment,Safaricom Telecommunications Ethiopia,Joint venture (majority foreign),"1. Vodacom / Vodafone Kenya Ltd: 55% [Vodafone.com](https://www.vodafone.com/news/newsroom/corporate-and-financial/vodafone-to-gain-control-of-and-fully-consolidate-safaricom); 2. Government of Kenya: 20%; 3-5. Nominee accounts (e.g. Standard Chartered, KCB Nominees): &lt;1% each; Public/free float: 25% [Tuko.co.ke FY25](https://www.tuko.co.ke/business-economy/capital-market/612324-list-top-10-biggest-safaricom-shareholders-december-number-shares-owned/)",Vodacom Group Plc via Vodafone Kenya Ltd (55%),"Majority shareholding (55%); Board includes Vodacom rep (e.g. Mohamed Aziz-Joosub), GoK nominees; Chairman Adil Khawaja (independent Kenyan)","IFC: $157M equity + $100M loan to Safaricom Ethiopia (2023); MIGA guarantees $1B for shareholders; BII part of consortium [IFC](https://disclosures.ifc.org/project-detail/SII/49097/safaricom-ethiopia-debt-ii), [AVCA](https://www.avca.africa/news-insights/member-news/ifc-announces-investment-in-safaricom-ethiopia/)",60000000,,South Africa,Vodacom Group Plc,medium
ETH-006,Ethiopia,Safaricom Ethiopia Kality Data Centre,Akaky Kaliti,Operational,2022,Enterprise,Other foreign control,"Vodacom Group is 60.5% Vodafone (UK); for Safaricom rows note Kenyan state 35% + NSE float 25% — contested, African-significant",Yes,Construction/Equipment,Safaricom Telecommunications Ethiopia,Joint venture (majority foreign),"1. Vodacom / Vodafone Kenya Ltd: 55% [Vodafone.com](https://www.vodafone.com/news/newsroom/corporate-and-financial/vodafone-to-gain-control-of-and-fully-consolidate-safaricom); 2. Government of Kenya: 20%; 3-5. Nominee accounts (e.g. Standard Chartered, KCB Nominees): &lt;1% each; Public/free float: 25% [Tuko.co.ke FY25](https://www.tuko.co.ke/business-economy/capital-market/612324-list-top-10-biggest-safaricom-shareholders-december-number-shares-owned/)",Vodacom Group Plc via Vodafone Kenya Ltd (55%),"Majority shareholding (55%); Board includes Vodacom rep (e.g. Mohamed Aziz-Joosub), GoK nominees; Chairman Adil Khawaja (independent Kenyan)","IFC: $157M equity + $100M loan to Safaricom Ethiopia (2023); MIGA guarantees $1B for shareholders; BII part of consortium [IFC](https://disclosures.ifc.org/project-detail/SII/49097/safaricom-ethiopia-debt-ii), [AVCA](https://www.avca.africa/news-insights/member-news/ifc-announces-investment-in-safaricom-ethiopia/)",,,South Africa,Vodacom Group Plc,medium
GAB-003,Gabon,GABIX Internet Exchange Node (Gabon Telecom DC),Libreville,Operational,2014,Government,Other foreign control,Ultimate parent HQ: UAE,Yes,Construction/Equipment,ANINF / Gabon Telecom,Joint venture (majority domestic),"SPT (Etisalat): 53%, Moroccan Government: 22%, RCAR: 5.32%, Public float / others: ~19.64% [Casablanca Stock Exchange](https://www.casablanca-bourse.com/en/live-market/emetteurs/IAM131204), [MarketScreener](https://www.marketscreener.com/quote/stock/MAROC-TELECOM-50915254/company-shareholders/)",Etisalat Group (e&),Equity,IFC provided â‚¬370M loans to subsidiaries Moov Africa Chad and Malitel for 4G rollout (June 2025) [IFC via Developing Telecoms](https://developingtelecoms.com/telecom-business/telecom-investment-mergers/18662-maroc-telecom-gets-us-425m-from-ifc-for-4g-rollouts-in-chad-and-mali.html); No direct involvement in Maroc Telecom Morocco operations,,Government; ISPs; GABIX members (Gabon Telecom; Airtel Gabon; GVA; ANINF; iPi9),UAE,Etisalat Group (e&),high
GHA-001,Ghana,Equinix AC1 (formerly MDXi Appolonia),Accra,Operational,2021,Colocation/carrier-neutral,US control,Equinix Inc (NASDAQ),Yes,None identified,Equinix,Private foreign,"Vanguard Group (13.64%), BlackRock (10.99%), State Street (6.32%), FMR LLC (2.86%), Cohen & Steers (2.66%) [Yahoo Finance](https://finance.yahoo.com/quote/EQIX/holders/)",,Equity,None recent; pre-2022 AfDB funded MainOne cable (2009),320000000,MTN Ghana; Vodafone Ghana; Enterprise multinationals; Banks; ISPs,USA,"Equinix, Inc.",high
GHA-002,Ghana,Digital Realty ACR2,Accra,Operational,2025,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Digital Realty,Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Banks; Fintechs; Telecom operators; Cloud service providers,USA,Digital Realty Trust (self),high
